Home,Away,Game_ID,H_Score,H_W_PCT,H_FG_PCT,H_FG3_PCT,H_FT_PCT,H_REB,H_AST,H_TOV,H_STL,H_BLK,H_PLUS_MINUS,H_OFF_RATING,H_DEF_RATING,H_TS_PCT,A_Score,A_W_PCT,A_FG_PCT,A_FG3_PCT,A_FT_PCT,A_REB,A_AST,A_TOV,A_STL,A_BLK,A_PLUS_MINUS,A_OFF_RATING,A_DEF_RATING,A_TS_PCT,Result,Date
Minnesota Timberwolves,Atlanta Hawks,0022000236,98,0.231,0.439,0.34,0.743,43.4,23.2,14.7,7.7,5.5,-9.2,104.1,113.0,0.534,116,0.5,0.438,0.343,0.805,48.6,23.9,14.8,6.6,4.2,2.3,109.4,107.3,0.552,0,01/22/2021
Charlotte Hornets,Chicago Bulls,0022000229,110,0.429,0.445,0.367,0.736,44.7,28.7,15.3,9.1,5.5,-0.5,107.5,107.9,0.552,123,0.429,0.478,0.385,0.805,42.2,24.0,17.0,7.5,3.8,-2.4,110.7,113.8,0.595,0,01/22/2021
Toronto Raptors,Miami Heat,0022000234,101,0.357,0.441,0.369,0.81,42.9,24.6,14.5,8.4,5.9,0.4,110.4,110.2,0.567,81,0.462,0.486,0.372,0.774,41.5,26.1,17.9,6.1,3.8,-2.6,108.1,110.7,0.603,1,01/22/2021
Chicago Bulls,Los Angeles Lakers,0022000245,90,0.467,0.48,0.383,0.806,42.2,24.5,17.0,7.7,3.8,-1.4,111.3,113.4,0.596,101,0.75,0.486,0.4,0.756,47.6,25.3,14.8,7.0,6.5,9.9,114.4,104.7,0.589,0,01/23/2021
Phoenix Suns,Denver Nuggets,0022000248,112,0.571,0.47,0.363,0.825,43.0,26.5,13.6,5.9,4.9,2.8,111.5,109.1,0.583,120,0.533,0.482,0.366,0.759,43.8,27.4,14.0,8.7,4.2,3.9,115.8,111.8,0.581,0,01/23/2021
Brooklyn Nets,Miami Heat,0022000244,128,0.529,0.491,0.395,0.815,43.5,24.9,15.0,6.4,5.8,3.3,114.4,111.4,0.609,124,0.429,0.482,0.363,0.775,41.0,25.7,18.1,6.6,3.8,-3.8,106.5,110.3,0.596,1,01/23/2021
Detroit Pistons,Philadelphia 76ers,0022000243,110,0.2,0.425,0.351,0.781,42.9,23.5,14.1,8.1,4.6,-4.6,107.4,111.2,0.536,114,0.688,0.479,0.364,0.77,45.1,24.3,16.4,8.4,6.6,3.9,110.4,106.4,0.584,0,01/23/2021
Utah Jazz,Golden State Warriors,0022000242,127,0.733,0.467,0.403,0.708,49.3,23.7,15.6,5.8,6.0,6.3,113.1,107.0,0.583,108,0.533,0.444,0.346,0.777,42.3,25.1,14.0,7.0,5.2,-2.5,107.4,109.7,0.558,1,01/23/2021
Dallas Mavericks,Houston Rockets,0022000247,108,0.533,0.455,0.336,0.749,44.4,22.6,12.7,7.2,4.5,1.7,109.0,107.4,0.56,133,0.357,0.454,0.35,0.744,42.5,22.3,15.7,7.7,6.5,-2.5,107.0,109.1,0.563,0,01/23/2021
Minnesota Timberwolves,New Orleans Pelicans,0022000246,120,0.214,0.438,0.334,0.746,43.2,23.7,14.6,8.2,5.7,-9.8,103.8,113.1,0.532,110,0.357,0.467,0.334,0.719,47.3,22.8,15.9,7.6,3.6,-2.8,108.7,111.7,0.556,1,01/23/2021
San Antonio Spurs,Washington Wizards,0022000253,121,0.5,0.443,0.357,0.789,45.2,24.3,10.0,6.7,4.9,-0.5,108.4,109.2,0.537,101,0.273,0.478,0.389,0.737,40.4,25.7,12.8,6.9,3.3,-0.8,113.6,114.4,0.581,1,01/24/2021
Boston Celtics,Cleveland Cavaliers,0022000250,141,0.571,0.467,0.368,0.743,44.1,22.7,15.4,8.7,5.5,-0.4,110.7,110.7,0.565,103,0.533,0.453,0.357,0.685,44.6,24.2,16.2,9.9,4.8,-2.3,104.2,106.0,0.536,1,01/24/2021
LA Clippers,Oklahoma City Thunder,0022000251,108,0.75,0.487,0.433,0.845,43.5,25.3,14.5,7.8,5.1,7.6,117.3,109.6,0.614,100,0.429,0.448,0.33,0.721,42.7,21.9,14.5,6.7,4.5,-7.3,103.4,111.0,0.551,1,01/24/2021
Orlando Magic,Charlotte Hornets,0022000252,104,0.438,0.428,0.328,0.783,46.6,21.6,13.2,7.4,3.6,-5.5,104.6,110.3,0.521,107,0.4,0.448,0.358,0.737,44.7,28.2,15.6,9.0,5.2,-1.3,107.5,108.8,0.553,0,01/24/2021
Portland Trail Blazers,New York Knicks,0022000256,116,0.571,0.438,0.374,0.81,43.1,21.3,11.6,8.2,4.9,-1.0,112.8,113.7,0.563,113,0.471,0.442,0.344,0.746,49.3,22.3,14.9,6.8,5.6,-1.6,104.8,106.1,0.532,1,01/24/2021
Milwaukee Bucks,Atlanta Hawks,0022000254,129,0.6,0.487,0.399,0.735,46.6,25.4,14.0,8.6,4.7,8.6,117.0,108.4,0.594,115,0.533,0.439,0.348,0.807,49.0,23.7,14.9,6.8,4.7,3.3,109.8,106.8,0.556,1,01/24/2021
Indiana Pacers,Toronto Raptors,0022000249,102,0.6,0.477,0.356,0.75,41.5,26.0,13.1,9.4,5.1,2.0,111.5,109.2,0.572,107,0.4,0.442,0.373,0.806,43.2,24.5,15.0,8.6,5.7,1.7,110.1,108.5,0.568,0,01/24/2021
Chicago Bulls,Boston Celtics,0022000262,103,0.438,0.475,0.38,0.802,42.3,24.1,17.0,7.7,3.7,-2.0,109.8,112.4,0.589,119,0.6,0.474,0.376,0.752,44.6,22.8,15.3,9.0,5.6,2.2,112.2,109.5,0.573,0,01/25/2021
Dallas Mavericks,Denver Nuggets,0022000265,113,0.5,0.454,0.331,0.747,43.8,22.1,12.5,7.2,4.5,0.0,108.9,109.0,0.559,117,0.563,0.477,0.369,0.761,44.7,26.8,14.1,8.4,4.1,4.1,114.9,110.8,0.578,0,01/25/2021
Golden State Warriors,Minnesota Timberwolves,0022000266,130,0.5,0.445,0.347,0.772,41.8,25.3,13.8,6.9,5.3,-3.5,107.1,110.5,0.557,108,0.267,0.437,0.335,0.754,43.4,23.5,14.4,8.5,5.5,-8.5,104.3,112.4,0.534,1,01/25/2021
Portland Trail Blazers,Oklahoma City Thunder,0022000267,122,0.6,0.44,0.374,0.817,42.9,21.2,11.6,8.0,5.1,-0.7,113.2,114.0,0.567,125,0.4,0.447,0.323,0.718,43.2,21.9,14.4,6.7,4.4,-7.4,103.3,110.9,0.547,0,01/25/2021
Brooklyn Nets,Miami Heat,0022000260,98,0.556,0.493,0.402,0.814,43.6,25.3,15.1,6.0,5.8,3.3,114.9,111.8,0.613,85,0.4,0.482,0.356,0.782,40.2,25.8,17.3,6.6,3.6,-3.8,107.3,111.2,0.596,1,01/25/2021
Orlando Magic,Charlotte Hornets,0022000259,117,0.412,0.429,0.336,0.779,46.5,21.9,13.4,7.2,3.6,-5.4,104.8,110.4,0.523,108,0.438,0.45,0.36,0.73,44.8,28.3,15.4,9.1,5.2,-1.1,107.8,108.7,0.554,1,01/25/2021
Cleveland Cavaliers,Los Angeles Lakers,0022000261,108,0.5,0.45,0.353,0.69,43.7,24.0,16.1,9.8,5.0,-4.5,103.5,107.7,0.535,115,0.765,0.485,0.393,0.76,47.2,25.0,15.0,6.9,6.4,9.9,113.4,103.6,0.586,0,01/25/2021
Detroit Pistons,Philadelphia 76ers,0022000257,119,0.188,0.425,0.355,0.777,42.8,23.6,14.1,8.1,4.8,-4.6,107.2,111.2,0.537,104,0.706,0.478,0.363,0.771,45.2,23.7,16.3,8.5,6.6,3.9,110.4,106.3,0.583,1,01/25/2021
Indiana Pacers,Toronto Raptors,0022000258,129,0.563,0.473,0.354,0.758,41.8,25.8,13.4,9.4,5.3,1.6,111.0,109.0,0.569,114,0.438,0.44,0.376,0.797,43.3,24.5,15.1,8.8,5.9,1.9,109.9,108.1,0.565,1,01/25/2021
Houston Rockets,Washington Wizards,0022000269,107,0.4,0.46,0.355,0.748,43.1,22.7,15.6,7.5,6.4,-0.7,108.7,109.0,0.57,88,0.25,0.473,0.383,0.733,41.1,25.5,12.9,6.7,3.4,-2.3,112.5,114.7,0.576,1,01/26/2021
Utah Jazz,New York Knicks,0022000270,108,0.75,0.468,0.403,0.712,49.7,23.9,15.6,5.8,5.9,7.1,113.7,106.8,0.585,94,0.444,0.442,0.348,0.757,49.3,22.2,14.7,7.0,5.3,-1.7,105.5,106.9,0.535,1,01/26/2021
Atlanta Hawks,LA Clippers,0022000268,108,0.5,0.443,0.349,0.805,47.7,23.9,14.6,6.9,4.7,2.3,110.2,108.3,0.559,99,0.765,0.485,0.423,0.841,43.7,25.4,14.3,7.5,4.9,7.7,116.8,109.1,0.61,1,01/26/2021
Philadelphia 76ers,Los Angeles Lakers,0022000276,107,0.667,0.475,0.361,0.77,44.9,23.3,16.0,8.7,6.4,2.9,110.4,107.2,0.578,106,0.778,0.484,0.389,0.759,46.9,24.8,15.0,7.0,6.4,9.8,113.6,103.9,0.586,1,01/27/2021
Golden State Warriors,Minnesota Timberwolves,0022000283,123,0.529,0.448,0.352,0.771,41.9,25.0,13.8,7.2,5.6,-2.0,108.2,110.0,0.561,111,0.25,0.436,0.335,0.763,43.5,23.6,14.6,8.4,5.5,-9.3,104.2,113.2,0.532,1,01/27/2021
San Antonio Spurs,Boston Celtics,0022000280,110,0.529,0.447,0.365,0.793,45.1,24.4,10.0,7.0,4.9,0.7,109.0,108.6,0.541,106,0.625,0.476,0.383,0.755,44.6,23.1,15.2,9.0,5.7,3.1,112.6,109.1,0.576,1,01/27/2021
Phoenix Suns,Oklahoma City Thunder,0022000281,97,0.533,0.465,0.358,0.822,43.1,26.3,13.3,6.0,4.8,2.1,110.5,108.7,0.578,102,0.438,0.451,0.331,0.705,43.2,22.1,14.0,6.6,4.5,-6.8,104.7,111.6,0.552,0,01/27/2021
Orlando Magic,Sacramento Kings,0022000273,107,0.444,0.432,0.348,0.771,46.5,22.4,13.5,7.3,3.6,-4.5,105.3,110.1,0.527,121,0.375,0.469,0.373,0.719,42.1,24.4,13.4,6.3,5.6,-8.6,110.2,118.7,0.568,0,01/27/2021
Cleveland Cavaliers,Detroit Pistons,0022000272,122,0.471,0.451,0.356,0.7,43.8,23.8,16.2,9.7,4.9,-4.6,103.9,108.3,0.537,107,0.235,0.428,0.361,0.783,43.1,23.5,14.5,8.0,4.9,-3.4,108.1,111.1,0.545,1,01/27/2021
Miami Heat,Denver Nuggets,0022000275,82,0.375,0.474,0.349,0.778,40.6,25.5,17.2,6.4,3.8,-4.4,106.2,110.8,0.588,109,0.588,0.479,0.373,0.763,45.0,26.8,14.3,8.4,4.1,4.1,115.3,111.1,0.581,0,01/27/2021
Utah Jazz,Dallas Mavericks,0022000282,116,0.765,0.464,0.397,0.722,50.1,24.0,15.1,5.8,5.9,7.5,113.9,106.5,0.581,104,0.471,0.456,0.331,0.752,43.3,22.4,12.4,7.4,4.5,-0.2,109.3,109.7,0.561,1,01/27/2021
Atlanta Hawks,Brooklyn Nets,0022000274,128,0.529,0.444,0.351,0.814,47.7,23.7,14.6,6.9,4.9,2.7,110.2,107.9,0.561,132,0.579,0.488,0.395,0.817,44.0,25.3,14.9,6.1,5.8,3.8,114.4,110.7,0.608,0,01/27/2021
Charlotte Hornets,Indiana Pacers,0022000271,106,0.412,0.449,0.356,0.728,44.5,27.8,15.3,8.9,5.2,-1.5,107.6,109.0,0.552,116,0.588,0.475,0.357,0.766,41.9,25.8,13.5,9.2,5.4,2.4,111.9,109.2,0.574,0,01/27/2021
Toronto Raptors,Milwaukee Bucks,0022000277,108,0.412,0.438,0.375,0.804,43.0,24.4,14.9,8.8,5.9,0.9,110.0,109.2,0.564,115,0.625,0.49,0.395,0.733,47.0,25.8,14.2,8.3,4.5,8.9,117.9,108.9,0.596,0,01/27/2021
New Orleans Pelicans,Washington Wizards,0022000279,124,0.333,0.466,0.332,0.719,46.7,22.6,16.1,7.4,3.6,-3.3,108.2,111.6,0.556,106,0.231,0.468,0.372,0.733,41.6,24.9,13.4,6.7,3.4,-3.5,110.4,113.8,0.568,1,01/27/2021
Phoenix Suns,Golden State Warriors,0022000286,114,0.5,0.459,0.357,0.823,43.5,25.8,13.4,6.0,4.7,1.6,109.6,108.2,0.572,93,0.556,0.452,0.357,0.772,42.0,25.3,14.1,7.4,5.5,-1.3,108.6,109.8,0.565,1,01/28/2021
Houston Rockets,Portland Trail Blazers,0022000287,104,0.438,0.458,0.353,0.746,43.1,22.2,15.4,7.8,6.3,0.6,108.3,107.5,0.568,101,0.563,0.442,0.372,0.814,43.3,20.9,11.4,7.9,5.0,-0.9,113.7,114.7,0.567,1,01/28/2021
Miami Heat,LA Clippers,0022000285,105,0.353,0.469,0.344,0.779,40.5,25.5,17.2,6.4,3.8,-5.7,105.1,111.0,0.582,109,0.722,0.48,0.418,0.842,43.8,25.3,14.1,7.7,4.9,6.7,116.0,109.2,0.603,0,01/28/2021
Detroit Pistons,Los Angeles Lakers,0022000284,107,0.222,0.429,0.363,0.782,42.9,23.8,14.8,7.9,4.9,-4.1,107.9,111.5,0.546,92,0.737,0.484,0.386,0.752,46.5,24.6,14.8,6.9,6.2,9.2,113.5,104.4,0.584,1,01/28/2021
San Antonio Spurs,Denver Nuggets,0022000296,119,0.556,0.452,0.361,0.786,45.2,24.3,10.5,6.9,4.8,0.9,109.1,108.5,0.544,109,0.611,0.478,0.369,0.769,45.4,27.0,14.4,8.7,4.1,5.4,115.2,109.8,0.58,1,01/29/2021
New York Knicks,Cleveland Cavaliers,0022000291,102,0.421,0.442,0.349,0.755,49.2,21.9,14.6,6.9,5.2,-2.3,105.4,107.4,0.534,81,0.5,0.456,0.363,0.702,43.3,23.7,16.2,9.9,5.0,-3.5,104.7,108.0,0.542,1,01/29/2021
Orlando Magic,LA Clippers,0022000289,90,0.421,0.431,0.349,0.779,46.6,22.6,13.6,7.4,3.8,-5.0,105.5,110.7,0.527,116,0.737,0.477,0.418,0.846,44.5,25.1,14.0,7.9,4.8,6.6,115.6,109.0,0.601,0,01/29/2021
Utah Jazz,Dallas Mavericks,0022000297,120,0.778,0.464,0.397,0.725,50.2,23.8,14.8,5.9,5.9,7.8,114.2,106.7,0.581,101,0.444,0.456,0.332,0.755,43.1,22.4,12.2,7.2,4.6,-0.9,109.3,110.2,0.56,1,01/29/2021
Minnesota Timberwolves,Philadelphia 76ers,0022000294,94,0.235,0.435,0.339,0.757,43.1,23.5,14.7,8.6,5.5,-9.4,104.3,113.3,0.533,118,0.684,0.475,0.361,0.762,44.6,23.4,15.9,8.8,6.5,2.8,110.5,107.4,0.577,0,01/29/2021
Charlotte Hornets,Indiana Pacers,0022000288,108,0.389,0.447,0.355,0.737,44.2,27.9,15.1,8.6,5.1,-2.0,107.7,109.5,0.551,105,0.611,0.477,0.36,0.768,42.3,26.3,13.4,8.7,5.7,2.8,112.3,109.2,0.577,1,01/29/2021
Toronto Raptors,Sacramento Kings,0022000292,124,0.389,0.436,0.377,0.805,43.1,24.5,14.8,8.8,6.0,0.5,109.8,109.5,0.563,126,0.412,0.471,0.376,0.715,42.6,24.7,13.5,6.4,5.4,-7.3,110.9,118.1,0.569,0,01/29/2021
Washington Wizards,Atlanta Hawks,0022000290,100,0.214,0.463,0.369,0.744,41.4,25.2,13.3,7.0,3.3,-4.5,110.2,114.6,0.565,116,0.5,0.446,0.353,0.819,47.0,23.9,14.3,6.6,5.0,2.3,110.9,109.0,0.564,0,01/29/2021
Oklahoma City Thunder,Brooklyn Nets,0022000295,125,0.471,0.451,0.335,0.706,43.5,22.0,14.0,6.7,4.7,-6.1,104.5,110.7,0.552,147,0.6,0.49,0.393,0.818,43.5,25.5,14.6,6.1,6.0,3.8,115.0,111.4,0.609,0,01/29/2021
New Orleans Pelicans,Milwaukee Bucks,0022000293,131,0.375,0.469,0.337,0.713,46.9,22.9,16.1,7.4,3.6,-1.9,109.3,111.3,0.561,126,0.647,0.487,0.393,0.732,47.7,26.1,14.2,8.4,4.5,8.8,117.8,108.8,0.594,1,01/29/2021
Golden State Warriors,Detroit Pistons,0022000305,118,0.526,0.448,0.353,0.771,42.2,25.1,14.0,7.4,5.3,-2.3,107.6,109.7,0.559,91,0.263,0.431,0.364,0.788,42.8,24.1,14.6,7.8,4.7,-3.1,108.4,111.0,0.547,1,01/30/2021
San Antonio Spurs,Memphis Grizzlies,0022000304,112,0.579,0.457,0.363,0.787,45.0,24.6,10.7,6.9,4.7,1.3,109.7,108.7,0.549,129,0.538,0.452,0.333,0.765,44.8,26.8,14.1,10.3,4.8,-0.7,105.3,106.1,0.534,0,01/30/2021
Chicago Bulls,Portland Trail Blazers,0022000298,122,0.412,0.474,0.383,0.791,42.2,24.3,17.1,7.5,3.8,-2.8,109.3,112.8,0.587,123,0.529,0.441,0.374,0.813,43.6,20.7,11.6,7.8,5.1,-1.0,113.0,114.2,0.564,0,01/30/2021
Boston Celtics,Los Angeles Lakers,0022000302,95,0.588,0.473,0.381,0.759,44.3,22.6,15.0,9.0,5.6,2.6,112.2,109.2,0.572,96,0.7,0.48,0.388,0.75,46.6,24.7,14.7,6.7,6.1,8.1,113.0,105.0,0.58,0,01/30/2021
Miami Heat,Sacramento Kings,0022000301,105,0.333,0.467,0.347,0.78,40.8,25.4,17.1,6.3,3.6,-5.6,105.1,111.0,0.58,104,0.444,0.475,0.38,0.719,42.3,25.1,14.0,6.4,5.4,-6.8,111.7,118.4,0.575,1,01/30/2021
Dallas Mavericks,Phoenix Suns,0022000303,105,0.421,0.455,0.329,0.749,43.0,22.4,12.2,7.2,4.6,-1.8,109.1,110.9,0.558,111,0.529,0.46,0.357,0.829,44.1,26.2,13.4,6.1,4.5,2.7,109.6,107.1,0.572,0,01/30/2021
Charlotte Hornets,Milwaukee Bucks,0022000299,126,0.421,0.45,0.359,0.735,44.2,28.3,15.2,8.5,5.1,-1.7,107.8,109.4,0.554,114,0.611,0.488,0.392,0.735,47.7,26.2,14.1,8.2,4.5,8.0,118.0,109.7,0.594,1,01/30/2021
New Orleans Pelicans,Houston Rockets,0022000300,112,0.412,0.469,0.346,0.713,46.7,23.4,15.6,7.3,3.6,-1.5,110.3,112.0,0.563,126,0.471,0.456,0.348,0.75,43.3,22.1,15.4,7.9,6.3,0.7,108.1,107.1,0.565,0,01/30/2021
New York Knicks,LA Clippers,0022000308,115,0.45,0.444,0.35,0.759,49.0,21.9,14.7,7.0,5.3,-1.1,105.7,106.5,0.537,129,0.75,0.477,0.414,0.85,44.7,25.1,13.9,7.9,4.8,7.6,115.7,108.1,0.6,0,01/31/2021
Indiana Pacers,Philadelphia 76ers,0022000307,110,0.579,0.477,0.357,0.768,42.1,26.5,13.6,8.6,5.6,2.5,112.0,109.2,0.576,119,0.7,0.474,0.365,0.768,44.9,23.2,15.6,8.9,6.4,3.8,110.7,106.7,0.577,0,01/31/2021
Denver Nuggets,Utah Jazz,0022000306,128,0.579,0.48,0.373,0.764,45.0,26.9,14.5,8.7,4.1,4.6,115.1,110.4,0.583,117,0.789,0.462,0.398,0.738,50.5,23.7,14.8,6.0,5.9,8.4,114.6,106.6,0.583,1,01/31/2021
Minnesota Timberwolves,Cleveland Cavaliers,0022000311,109,0.222,0.435,0.337,0.758,42.8,23.3,14.8,8.3,5.5,-10.2,103.6,113.4,0.533,104,0.474,0.45,0.361,0.708,43.5,23.4,16.2,9.9,5.0,-4.5,104.0,108.2,0.537,1,01/31/2021
Toronto Raptors,Orlando Magic,0022000309,115,0.368,0.439,0.378,0.806,42.7,24.3,14.8,9.1,5.8,0.4,110.6,110.3,0.565,102,0.4,0.428,0.347,0.784,46.8,22.5,13.8,7.3,3.8,-6.1,104.8,111.0,0.524,1,01/31/2021
Washington Wizards,Brooklyn Nets,0022000310,149,0.2,0.457,0.363,0.751,41.7,24.4,13.2,6.9,3.3,-5.2,109.4,114.7,0.56,146,0.619,0.495,0.395,0.82,43.7,25.7,14.4,6.1,5.9,4.7,116.2,111.7,0.613,1,01/31/2021
San Antonio Spurs,Memphis Grizzlies,0022000320,102,0.55,0.457,0.368,0.788,44.6,24.6,10.8,6.9,4.7,0.4,109.8,109.7,0.551,133,0.571,0.459,0.346,0.759,44.8,27.3,14.1,10.0,4.9,0.6,107.0,106.5,0.543,0,02/01/2021
Chicago Bulls,New York Knicks,0022000315,110,0.389,0.476,0.389,0.799,42.3,24.7,17.1,7.4,3.8,-2.7,110.3,113.6,0.591,102,0.429,0.446,0.351,0.763,48.6,21.9,14.4,7.0,5.3,-1.8,106.6,108.0,0.539,1,02/01/2021
Cleveland Cavaliers,Minnesota Timberwolves,0022000312,100,0.45,0.452,0.357,0.712,44.1,23.2,16.3,9.5,4.9,-4.5,103.9,108.3,0.537,98,0.263,0.436,0.341,0.757,42.4,23.3,14.6,8.4,5.7,-9.4,103.9,112.9,0.534,1,02/01/2021
Miami Heat,Charlotte Hornets,0022000314,121,0.368,0.467,0.347,0.784,40.9,25.5,17.1,6.3,3.7,-5.3,105.5,111.0,0.581,129,0.45,0.451,0.366,0.741,44.0,28.5,14.9,8.5,5.1,-1.1,108.7,109.7,0.558,0,02/01/2021
Milwaukee Bucks,Portland Trail Blazers,0022000316,134,0.579,0.488,0.392,0.731,47.6,26.0,14.2,8.1,4.6,7.0,117.9,110.6,0.595,106,0.556,0.445,0.376,0.814,43.3,20.7,11.4,8.0,4.9,-0.9,113.9,114.9,0.568,1,02/01/2021
Atlanta Hawks,Los Angeles Lakers,0022000313,99,0.526,0.446,0.351,0.815,47.0,23.5,14.3,6.6,5.0,3.0,111.2,108.4,0.564,107,0.714,0.478,0.384,0.747,46.7,24.6,14.7,6.7,6.0,7.8,112.5,104.8,0.577,0,02/01/2021
Dallas Mavericks,Phoenix Suns,0022000319,108,0.4,0.459,0.328,0.744,42.7,22.4,12.4,7.1,4.6,-2.1,109.0,111.0,0.559,109,0.556,0.46,0.36,0.833,44.1,26.0,13.4,6.2,4.3,2.9,109.8,107.1,0.573,0,02/01/2021
Oklahoma City Thunder,Houston Rockets,0022000318,106,0.444,0.452,0.339,0.719,42.9,22.0,13.8,6.5,4.6,-6.9,105.2,112.3,0.556,136,0.5,0.458,0.354,0.752,43.3,22.5,15.4,7.8,6.2,1.4,108.8,106.9,0.569,0,02/01/2021
New Orleans Pelicans,Sacramento Kings,0022000317,109,0.389,0.468,0.343,0.707,46.5,23.5,15.5,7.5,3.8,-2.2,109.9,112.4,0.562,118,0.421,0.475,0.38,0.713,42.4,25.0,14.2,6.7,5.3,-6.5,111.6,118.2,0.575,0,02/01/2021
Golden State Warriors,Boston Celtics,0022000326,107,0.55,0.452,0.359,0.77,42.5,25.5,14.1,7.4,5.3,-0.9,108.2,108.9,0.562,111,0.556,0.473,0.377,0.755,44.3,22.8,15.1,9.1,5.6,2.4,111.6,108.9,0.57,0,02/02/2021
Brooklyn Nets,LA Clippers,0022000324,124,0.591,0.498,0.401,0.82,43.5,25.9,14.5,6.1,5.8,4.3,116.8,112.7,0.617,120,0.762,0.48,0.416,0.851,44.5,25.2,13.6,7.7,4.8,7.9,116.7,108.9,0.605,1,02/02/2021
Orlando Magic,Toronto Raptors,0022000323,108,0.381,0.427,0.348,0.786,46.6,22.5,13.6,7.3,3.8,-6.4,104.8,111.3,0.524,123,0.4,0.44,0.375,0.814,43.0,24.4,14.6,9.0,5.7,1.0,110.9,110.1,0.566,0,02/02/2021
Utah Jazz,Detroit Pistons,0022000325,117,0.75,0.461,0.399,0.748,50.0,24.0,14.9,5.9,5.8,7.4,114.9,107.7,0.585,105,0.25,0.429,0.358,0.785,42.6,23.7,14.7,7.7,4.7,-4.3,107.5,111.4,0.545,1,02/02/2021
Indiana Pacers,Memphis Grizzlies,0022000322,134,0.55,0.478,0.357,0.771,42.1,26.2,13.8,8.5,5.6,1.9,111.8,109.8,0.577,116,0.6,0.466,0.356,0.761,45.3,27.9,13.9,10.1,5.3,2.6,108.6,106.1,0.551,1,02/02/2021
Washington Wizards,Portland Trail Blazers,0022000559,121,0.25,0.461,0.359,0.753,41.2,24.2,12.8,7.1,3.2,-4.7,110.9,115.6,0.564,132,0.526,0.44,0.375,0.82,43.2,20.5,11.4,8.0,4.9,-2.3,113.1,115.7,0.563,0,02/02/2021
San Antonio Spurs,Minnesota Timberwolves,0022000334,111,0.524,0.455,0.367,0.783,44.5,24.7,11.0,7.0,4.8,-1.0,109.4,110.7,0.55,108,0.25,0.433,0.338,0.754,42.6,23.2,14.3,8.2,5.5,-9.1,103.8,112.4,0.53,1,02/03/2021
Chicago Bulls,New York Knicks,0022000332,103,0.421,0.476,0.386,0.797,42.2,25.0,16.8,7.2,3.6,-2.2,110.4,113.2,0.59,107,0.409,0.445,0.344,0.767,48.4,21.9,14.3,6.9,5.4,-2.1,106.4,108.2,0.538,0,02/03/2021
Cleveland Cavaliers,LA Clippers,0022000328,99,0.476,0.451,0.356,0.714,44.5,23.4,16.3,9.3,5.2,-4.2,103.9,108.0,0.536,121,0.727,0.479,0.416,0.852,44.3,25.0,13.3,7.9,4.8,7.4,116.9,109.6,0.603,0,02/03/2021
Miami Heat,Washington Wizards,0022000331,100,0.35,0.468,0.351,0.776,41.1,25.5,17.0,6.3,3.8,-5.4,105.9,111.5,0.581,103,0.235,0.466,0.361,0.753,41.1,24.7,12.8,6.8,3.3,-5.0,111.5,116.7,0.569,0,02/03/2021
Milwaukee Bucks,Indiana Pacers,0022000329,130,0.6,0.491,0.398,0.726,47.8,26.5,14.1,8.2,4.7,8.0,118.4,110.0,0.598,110,0.571,0.483,0.365,0.765,42.0,26.3,14.0,8.5,5.7,2.7,112.6,109.9,0.583,1,02/03/2021
Atlanta Hawks,Dallas Mavericks,0022000330,116,0.5,0.447,0.352,0.815,46.6,23.7,14.5,6.7,4.9,2.5,110.8,108.6,0.564,122,0.381,0.457,0.328,0.755,42.7,22.1,12.5,7.2,4.7,-2.0,109.0,110.9,0.559,0,02/03/2021
Sacramento Kings,Boston Celtics,0022000336,116,0.45,0.475,0.377,0.716,42.8,25.2,14.4,6.6,5.4,-5.7,111.8,117.6,0.576,111,0.579,0.473,0.377,0.754,44.7,22.5,15.1,8.8,5.5,2.5,111.8,108.8,0.57,1,02/03/2021
Charlotte Hornets,Philadelphia 76ers,0022000327,111,0.476,0.451,0.374,0.747,43.8,28.5,14.7,8.3,5.0,-0.6,109.3,109.8,0.56,118,0.714,0.474,0.362,0.763,44.9,23.1,15.4,8.9,6.5,4.1,111.2,106.8,0.576,0,02/03/2021
Oklahoma City Thunder,Houston Rockets,0022000333,104,0.421,0.451,0.341,0.722,42.9,21.9,14.0,6.5,4.8,-8.1,105.0,113.2,0.556,87,0.526,0.459,0.366,0.756,43.5,22.9,15.2,7.8,6.2,2.9,109.8,106.6,0.573,1,02/03/2021
New Orleans Pelicans,Phoenix Suns,0022000335,123,0.368,0.464,0.34,0.714,46.5,23.4,15.2,7.7,3.8,-2.6,109.7,112.6,0.558,101,0.579,0.46,0.36,0.833,44.1,25.7,13.5,6.3,4.2,2.8,109.8,107.2,0.572,1,02/03/2021
Philadelphia 76ers,Portland Trail Blazers,0022000337,105,0.727,0.476,0.364,0.766,44.6,23.0,15.6,8.9,6.5,4.2,111.3,106.9,0.579,121,0.55,0.442,0.38,0.83,43.3,20.5,11.3,7.9,4.7,-1.6,114.1,116.0,0.567,0,02/04/2021
Los Angeles Lakers,Denver Nuggets,0022000341,114,0.727,0.48,0.381,0.752,46.0,24.6,14.7,6.9,6.0,7.8,112.5,104.8,0.578,93,0.6,0.483,0.384,0.767,44.7,27.0,14.2,8.7,4.0,4.9,115.8,110.9,0.587,1,02/04/2021
